25
200
17,4,14,5
18,5,14,4
11,4,8,4
15,15,1,1
12,6,7,2
19,2,18,6
19,9,11,3
19,16,4,1
15,7,9,2
18,1,18,5
14,10,5,4
15,3,13,2
16,12,5,5
18,15,4,1
18,4,15,3
11,6,6,5
14,4,11,2
13,12,2,4
15,7,9,6
19,19,1,2
18,15,4,4
19,18,2,1
17,6,12,4
12,4,9,3
17,12,6,2
13,4,10,2
17,5,13,1
14,4,11,1
20,12,9,4
14,8,7,5
18,17,2,3
19,2,18,4
17,4,14,1
11,3,9,6
14,8,7,1
13,7,7,4
15,12,4,1
12,12,1,1
15,12,4,2
12,8,5,2
14,5,10,6
17,3,15,4
14,13,2,3
13,9,5,4
20,4,17,2
16,13,4,5
15,9,7,1
20,2,19,6
19,3,17,1
19,16,4,4
13,2,12,1
18,11,8,2
18,13,6,5
20,12,9,3
20,6,15,2
16,9,8,1
11,1,11,2
13,11,3,3
19,9,11,4
11,5,7,4
14,11,4,3
20,9,12,5
14,10,5,1
15,2,14,5
15,13,3,5
20,1,20,1
12,6,7,5
18,12,7,5
15,8,8,1
16,11,6,2
16,8,9,3
15,2,14,1
14,14,1,2
12,1,12,4
13,12,2,6
16,11,6,2
14,7,8,6
12,6,7,5
17,15,3,5
20,9,12,1
17,14,4,3
13,13,1,1
16,12,5,4
17,2,16,6
19,12,8,5
15,15,1,2
20,16,5,5
17,15,3,6
11,4,8,5
17,6,12,2
12,10,3,1
18,1,18,2
20,8,13,6
13,12,2,1
11,1,11,1
15,12,4,3
12,10,3,2
14,10,5,1
16,6,11,4
11,6,6,3
17,5,13,4
19,18,2,6
13,5,9,1
12,4,9,1
17,4,14,6
15,3,13,2
17,4,14,5
13,1,13,6
15,11,5,2
20,11,10,5
14,1,14,6
20,12,9,4
13,10,4,6
20,12,9,3
13,7,7,4
19,9,11,2
20,1,20,6
19,2,18,6
16,13,4,2
15,5,11,1
11,1,11,1
13,9,5,1
12,11,2,1
14,12,3,3
18,18,1,1
14,10,5,2
13,8,6,1
20,9,12,2
175
15,10,6,2
18,7,12,3
22,18,5,5
23,18,6,5
16,14,3,7
16,4,13,1
11,6,6,2
16,5,12,4
19,1,19,6
16,1,16,5
16,2,15,2
11,3,9,7
22,2,21,8
13,9,5,8
21,12,10,1
14,14,1,1
24,15,10,6
15,6,10,6
19,13,7,6
24,2,23,4
13,4,10,2
22,16,7,2
19,11,9,6
16,7,10,4
24,15,10,4
19,18,2,7
14,5,10,4
24,15,10,1
24,1,24,8
22,14,9,4
12,11,2,2
22,5,18,5
15,12,4,7
16,11,6,5
24,10,15,2
20,15,6,2
21,13,9,7
15,14,2,6
11,2,10,4
15,11,5,2
20,6,15,5
23,10,14,5
23,13,11,8
19,5,15,5
24,23,2,6
23,6,18,2
22,12,11,3
20,14,7,4
15,3,13,1
12,3,10,3
13,7,7,1
18,15,4,5
17,10,8,8
16,11,6,8
11,4,8,4
20,11,10,4
21,1,21,8
17,3,15,7
14,6,9,5
13,7,7,8
13,7,7,1
23,19,5,3
13,10,4,6
16,16,1,4
17,10,8,4
21,9,13,3
24,12,13,1
14,9,6,1
22,8,15,6
21,7,15,1
23,4,20,7
19,4,16,3
17,17,1,2
20,17,4,5
14,12,3,7
15,15,1,8
24,23,2,6
23,21,3,8
24,23,2,3
13,9,5,2
20,9,12,6
14,1,14,5
17,17,1,8
13,4,10,1
20,2,19,6
12,2,11,5
23,2,22,5
16,2,15,4
17,7,11,1
21,17,5,2
12,4,9,5
18,6,13,8
22,17,6,8
15,10,6,6
15,2,14,8
18,18,1,7
17,14,4,3
21,14,8,1
23,2,22,4
16,5,12,8
20,3,18,8
12,2,11,2
22,12,11,4
23,21,3,2
15,12,4,8
18,1,18,6
15,4,12,4
13,8,6,4
16,13,4,8
17,13,5,1
22,15,8,8
16,14,3,4
17,12,6,7
11,7,5,3
20,16,5,6
14,6,9,6
18,12,7,4
15,10,6,7
14,4,11,8
19,4,16,4
20,9,12,4
12,3,10,2
17,1,17,6
12,7,6,1
19,3,17,5
21,12,10,7
11,6,6,4
13,4,10,8
20,4,17,5
24,7,18,6
16,10,7,7
19,18,2,6
11,4,8,2
13,13,1,6
23,18,6,2
20,6,15,7
12,1,12,5
24,10,15,6
17,5,13,2
23,20,4,2
18,14,5,1
22,7,16,5
22,11,12,6
20,18,3,6
11,10,2,1
12,1,12,8
21,5,17,4
15,7,9,4
21,10,12,5
13,4,10,8
15,5,11,8
18,7,12,6
20,4,17,4
21,16,6,8
18,13,6,3
20,11,10,7
15,14,2,3
24,22,3,6
21,4,18,3
24,14,11,2
23,17,7,1
13,2,12,3
22,7,16,4
14,2,13,8
11,2,10,4
21,20,2,1
19,17,3,6
19,11,9,2
11,5,7,6
20,9,12,2
20,11,10,1
24,24,1,7
18,16,3,4
18,7,12,5
17,1,17,2
180
11,3,9,8
22,8,15,2
13,5,9,1
13,2,12,7
11,3,9,2
13,12,2,6
20,9,12,6
24,15,10,2
17,9,9,2
22,4,19,4
12,5,8,3
19,10,10,2
22,5,18,4
13,7,7,4
24,3,22,3
13,1,13,8
24,23,2,7
16,4,13,6
20,12,9,1
23,14,10,1
22,1,22,1
11,3,9,2
19,16,4,8
14,9,6,3
24,8,17,1
11,7,5,6
24,9,16,4
17,14,4,1
22,7,16,4
12,1,12,4
18,12,7,1
11,5,7,3
22,10,13,7
13,13,1,2
19,7,13,7
11,9,3,7
23,9,15,3
24,6,19,1
14,9,6,3
18,7,12,3
21,18,4,2
17,6,12,8
21,5,17,4
20,7,14,5
20,14,7,7
14,14,1,5
16,8,9,7
24,24,1,2
17,15,3,6
24,3,22,7
18,13,6,1
22,3,20,1
20,1,20,5
21,18,4,6
14,1,14,6
22,17,6,1
16,1,16,2
21,11,11,4
21,1,21,3
12,1,12,4
23,3,21,8
17,10,8,8
23,5,19,6
12,8,5,6
20,20,1,8
22,12,11,3
16,3,14,6
22,1,22,8
18,12,7,8
17,8,10,1
11,10,2,2
18,14,5,1
24,16,9,6
11,9,3,7
24,11,14,4
12,8,5,5
24,9,16,6
21,14,8,3
14,1,14,7
18,12,7,6
18,17,2,5
13,10,4,3
21,11,11,5
20,10,11,8
19,14,6,8
16,2,15,1
23,13,11,2
20,14,7,6
14,11,4,6
23,2,22,8
12,6,7,1
14,2,13,5
13,7,7,8
23,9,15,1
24,9,16,5
15,1,15,2
21,1,21,4
23,14,10,4
23,12,12,6
14,1,14,7
23,8,16,6
18,10,9,2
14,1,14,7
17,11,7,5
20,14,7,7
13,4,10,6
14,6,9,2
23,7,17,7
14,1,14,6
16,14,3,2
24,23,2,5
13,12,2,2
16,14,3,4
23,21,3,5
11,6,6,7
11,10,2,7
16,13,4,7
24,23,2,6
18,6,13,7
11,5,7,8
21,18,4,8
24,3,22,2
19,2,18,8
23,10,14,1
15,11,5,7
23,8,16,4
17,5,13,1
13,6,8,1
15,5,11,8
16,3,14,3
13,1,13,7
18,17,2,2
11,9,3,1
11,3,9,1
23,19,5,8
15,7,9,7
21,3,19,1
13,1,13,5
14,9,6,8
17,13,5,8
20,16,5,2
20,1,20,2
14,11,4,7
22,4,19,2
16,7,10,3
20,14,7,4
21,2,20,4
22,9,14,5
23,12,12,1
12,6,7,5
17,1,17,5
24,15,10,2
23,11,13,1
20,8,13,2
15,5,11,8
18,5,14,2
12,9,4,6
24,21,4,8
23,18,6,5
11,3,9,7
21,1,21,3
16,5,12,3
15,15,1,3
18,2,17,4
19,17,3,6
15,5,11,8
24,7,18,4
22,6,17,6
16,3,14,8
16,2,15,8
16,10,7,2
22,19,4,5
14,3,12,1
22,2,21,1
15,5,11,4
18,3,16,6
21,17,5,2
14,4,11,1
18,13,6,5
12,2,11,7
300
16,15,2,2
11,9,3,3
13,1,13,7
16,6,11,3
13,10,4,4
14,4,11,6
16,10,7,2
12,1,12,1
24,2,23,2
20,17,4,6
15,4,12,7
14,14,1,4
24,12,13,6
17,1,17,8
18,15,4,3
18,5,14,1
14,5,10,5
14,2,13,8
19,6,14,3
15,13,3,3
24,4,21,3
23,21,3,7
12,8,5,3
18,2,17,2
22,8,15,1
13,5,9,4
12,9,4,1
22,20,3,6
12,12,1,6
13,7,7,1
22,11,12,2
12,3,10,2
14,10,5,5
15,15,1,3
16,9,8,7
16,14,3,2
17,5,13,7
14,9,6,8
19,4,16,6
20,6,15,2
15,8,8,6
11,2,10,8
17,1,17,2
19,9,11,3
17,1,17,6
22,11,12,6
18,14,5,8
16,5,12,3
13,2,12,3
16,1,16,7
16,10,7,6
13,5,9,3
15,11,5,6
14,12,3,6
18,3,16,8
21,19,3,5
16,9,8,5
24,18,7,2
20,3,18,6
18,10,9,1
19,15,5,2
19,10,10,1
13,1,13,2
18,17,2,1
15,14,2,8
18,17,2,8
19,13,7,3
12,5,8,2
12,7,6,4
12,9,4,4
13,2,12,2
23,17,7,8
13,7,7,7
14,3,12,8
20,17,4,5
21,19,3,8
20,7,14,8
14,6,9,7
14,6,9,8
13,7,7,3
20,6,15,4
12,8,5,3
23,8,16,3
11,11,1,3
15,1,15,8
17,7,11,4
19,10,10,4
21,20,2,8
20,14,7,7
15,12,4,3
16,4,13,4
16,4,13,3
18,8,11,2
13,3,11,1
24,7,18,6
20,10,11,5
12,9,4,1
14,13,2,8
11,3,9,6
19,15,5,5
11,6,6,4
17,15,3,5
20,12,9,7
22,13,10,3
24,3,22,3
13,8,6,5
18,11,8,6
18,14,5,4
16,12,5,5
23,11,13,7
22,10,13,1
16,1,16,6
15,7,9,5
11,5,7,5
19,7,13,4
23,8,16,4
16,4,13,2
24,1,24,4
13,4,10,7
24,4,21,3
15,2,14,6
20,6,15,5
21,14,8,7
22,20,3,1
20,11,10,6
14,9,6,3
24,18,7,8
11,4,8,2
21,11,11,2
11,9,3,8
18,18,1,3
19,2,18,3
13,2,12,7
21,3,19,8
18,3,16,3
16,10,7,3
16,15,2,4
23,10,14,7
19,7,13,3
19,7,13,3
20,13,8,8
11,4,8,5
17,17,1,5
16,7,10,8
13,4,10,4
24,7,18,4
13,12,2,3
23,11,13,8
13,11,3,8
23,19,5,4
11,5,7,8
22,6,17,8
18,18,1,2
18,14,5,2
16,8,9,6
11,6,6,6
23,2,22,4
17,5,13,4
21,11,11,3
23,14,10,1
17,15,3,1
24,10,15,6
22,3,20,5
14,6,9,5
13,5,9,8
24,17,8,3
14,7,8,1
20,9,12,1
19,3,17,5
11,8,4,4
17,10,8,5
12,2,11,4
11,3,9,5
11,11,1,7
11,4,8,4
14,6,9,4
16,4,13,3
16,12,5,8
12,8,5,4
22,5,18,6
23,1,23,8
20,4,17,5
12,4,9,5
13,2,12,3
15,3,13,6
22,19,4,5
14,2,13,2
22,9,14,5
15,4,12,6
23,18,6,2
24,17,8,1
15,2,14,2
12,7,6,8
11,6,6,6
19,11,9,5
16,14,3,4
23,8,16,6
22,19,4,1
11,8,4,8
13,3,11,2
15,14,2,8
24,22,3,4
15,3,13,5
23,22,2,5
22,19,4,5
13,6,8,3
15,14,2,6
13,4,10,7
15,10,6,1
16,2,15,4
18,7,12,5
14,1,14,1
22,14,9,5
11,10,2,8
18,15,4,3
20,5,16,6
18,11,8,1
11,4,8,5
24,20,5,1
22,8,15,4
24,20,5,3
21,11,11,3
16,3,14,6
15,13,3,4
17,3,15,2
20,7,14,5
20,1,20,3
23,16,8,2
18,9,10,7
13,9,5,5
13,12,2,1
18,13,6,5
21,20,2,2
14,7,8,3
18,8,11,1
23,10,14,5
22,15,8,3
18,15,4,3
24,4,21,8
20,13,8,1
14,12,3,8
13,8,6,2
18,18,1,7
11,10,2,1
21,18,4,2
16,1,16,3
13,9,5,4
14,11,4,5
22,2,21,5
19,3,17,8
18,16,3,8
14,14,1,2
19,6,14,5
15,11,5,7
15,5,11,3
17,14,4,6
23,18,6,5
24,20,5,3
17,15,3,6
17,13,5,7
11,8,4,3
22,14,9,1
13,2,12,3
21,17,5,5
18,10,9,7
16,6,11,4
22,17,6,2
24,11,14,6
17,5,13,6
23,23,1,6
16,10,7,3
14,1,14,4
19,17,3,4
18,4,15,7
20,6,15,4
13,1,13,7
15,14,2,4
12,9,4,1
17,14,4,7
19,11,9,8
14,4,11,5
23,10,14,2
21,2,20,8
17,8,10,3
19,15,5,2
12,5,8,2
16,12,5,6
22,12,11,8
14,8,7,4
13,3,11,8
23,3,21,4
22,3,20,8
14,6,9,8
11,5,7,4
14,13,2,4
20,15,6,4
20,13,8,3
18,4,15,2
22,15,8,6
13,6,8,6
215
18,15,4,8
26,14,13,7
15,12,4,5
25,8,18,3
20,2,19,4
22,4,19,8
21,8,14,1
17,13,5,6
29,26,4,3
28,7,22,2
22,22,1,1
26,16,11,2
18,3,16,7
25,18,8,5
28,24,5,8
23,5,19,8
22,6,17,8
19,3,17,1
22,14,9,6
26,23,4,4
16,8,9,7
18,13,6,7
26,24,3,5
21,15,7,8
28,18,11,6
21,17,5,4
17,12,6,3
30,29,2,4
28,27,2,8
28,28,1,8
30,30,1,7
23,3,21,3
26,19,8,5
21,1,21,6
20,2,19,2
30,14,17,8
29,8,22,5
15,6,10,5
18,10,9,4
22,1,22,5
15,4,12,3
26,26,1,1
28,27,2,3
16,9,8,4
17,13,5,5
18,11,8,5
17,3,15,2
19,14,6,8
15,8,8,5
24,1,24,4
27,14,14,4
29,2,28,6
16,13,4,8
20,4,17,7
18,17,2,4
24,1,24,7
22,8,15,2
26,1,26,2
16,13,4,6
19,4,16,3
15,10,6,6
23,5,19,4
23,23,1,3
26,17,10,4
23,18,6,4
20,4,17,5
22,17,6,5
23,6,18,3
27,4,24,8
22,5,18,5
22,20,3,3
17,1,17,7
17,2,16,7
15,5,11,8
19,3,17,4
26,5,22,6
18,9,10,7
24,22,3,4
23,7,17,4
17,16,2,8
15,15,1,7
15,15,1,7
29,23,7,3
17,12,6,6
21,15,7,7
15,9,7,8
16,9,8,3
18,5,14,7
22,1,22,1
15,6,10,2
18,12,7,8
21,8,14,7
18,15,4,3
20,11,10,5
21,7,15,3
19,9,11,8
30,30,1,3
25,20,6,5
23,11,13,5
21,12,10,8
26,14,13,8
30,12,19,8
18,7,12,5
22,22,1,3
17,2,16,2
18,10,9,8
21,20,2,8
18,12,7,2
20,6,15,2
24,9,16,5
21,9,13,4
23,14,10,7
29,8,22,8
17,12,6,6
28,4,25,5
16,8,9,5
21,5,17,1
25,8,18,1
17,4,14,7
17,9,9,8
23,23,1,2
23,1,23,7
22,11,12,3
20,15,6,7
21,13,9,5
30,3,28,7
26,23,4,6
29,3,27,1
24,24,1,1
19,7,13,6
18,1,18,1
16,5,12,6
19,13,7,8
27,10,18,5
23,1,23,1
20,6,15,4
28,12,17,6
25,22,4,6
20,15,6,8
29,22,8,4
27,10,18,1
27,24,4,8
26,22,5,7
16,6,11,3
23,11,13,4
23,21,3,1
18,4,15,5
15,5,11,4
21,10,12,8
28,16,13,5
23,8,16,1
20,14,7,1
29,19,11,6
22,8,15,7
21,12,10,3
27,9,19,5
26,25,2,1
24,7,18,7
19,13,7,4
19,12,8,5
25,10,16,2
17,4,14,4
19,18,2,7
27,9,19,1
15,5,11,7
18,17,2,2
26,17,10,5
17,6,12,5
16,1,16,3
28,17,12,5
20,7,14,6
16,13,4,5
18,16,3,7
16,11,6,6
16,15,2,6
15,8,8,6
27,19,9,4
15,6,10,3
16,1,16,4
27,22,6,6
22,17,6,7
22,4,19,1
19,11,9,5
16,14,3,8
21,3,19,7
21,20,2,6
21,8,14,8
16,4,13,4
20,16,5,7
18,18,1,7
26,23,4,6
19,6,14,2
18,14,5,2
29,6,24,1
23,7,17,4
30,21,10,3
18,9,10,6
23,15,9,1
16,7,10,2
27,14,14,7
17,3,15,4
15,12,4,8
23,15,9,3
24,7,18,7
23,8,16,6
30,11,20,5
17,4,14,2
19,7,13,8
20,16,5,7
18,4,15,6
30,28,3,6
20,11,10,7
29,16,14,5
27,20,8,2
25,8,18,7
205
78,24,55,17
42,8,35,21
28,26,3,9
62,21,42,7
14,14,1,29
1,1,1,31
15,15,1,2
33,12,22,18
83,2,82,16
8,2,7,23
4,1,4,4
88,54,35,13
74,43,32,26
74,52,23,29
62,9,54,12
49,2,48,16
25,22,4,3
15,10,6,20
39,6,34,24
38,15,24,1
71,68,4,28
33,9,25,25
77,28,50,28
39,24,16,5
53,33,21,17
27,19,9,27
22,18,5,10
15,10,6,28
7,6,2,8
91,15,77,26
32,2,31,32
14,8,7,26
47,32,16,11
89,48,42,23
22,7,16,28
65,5,61,10
65,4,62,21
80,61,20,13
66,11,56,2
64,51,14,24
68,7,62,14
82,3,80,27
51,10,42,29
2,1,2,25
37,27,11,26
37,28,10,17
56,6,51,5
81,52,30,1
82,82,1,5
9,9,1,23
65,35,31,24
91,29,63,28
23,11,13,2
38,15,24,5
50,12,39,26
39,11,29,29
79,79,1,3
92,38,55,23
67,5,63,3
67,5,63,30
28,2,27,6
35,16,20,1
58,7,52,35
14,10,5,9
59,42,18,11
28,13,16,9
24,2,23,27
35,6,30,32
41,11,31,4
36,5,32,15
83,49,35,10
72,35,38,1
13,2,12,27
32,24,9,33
80,40,41,13
18,9,10,33
45,26,20,2
84,83,2,19
58,17,42,5
20,1,20,10
85,80,6,15
92,72,21,26
8,3,6,19
83,30,54,16
60,58,3,28
37,13,25,27
4,3,2,12
62,40,23,33
64,30,35,7
10,7,4,3
72,11,62,27
74,63,12,31
88,27,62,22
73,57,17,30
46,35,12,4
37,7,31,24
83,68,16,22
87,51,37,34
40,2,39,17
61,42,20,12
59,8,52,26
70,54,17,26
37,32,6,35
64,57,8,33
78,60,19,26
12,5,8,1
65,36,30,24
5,4,2,36
2,1,2,8
53,12,42,12
52,45,8,31
72,39,34,29
25,8,18,19
67,55,13,17
15,13,3,5
30,18,13,15
7,1,7,25
29,12,18,1
73,39,35,16
57,41,17,8
13,5,9,9
41,29,13,16
48,24,25,27
21,3,19,24
18,14,5,16
92,20,73,33
60,32,29,30
90,85,6,36
60,28,33,24
24,7,18,16
46,31,16,21
34,13,22,32
57,11,47,35
18,10,9,32
46,44,3,32
90,57,34,25
2,1,2,4
72,10,63,35
61,5,57,33
46,28,19,20
58,53,6,24
89,2,88,22
52,14,39,15
78,77,2,11
43,7,37,3
33,32,2,32
66,3,64,16
23,9,15,10
30,10,21,11
92,64,29,36
73,52,22,17
64,44,21,10
3,3,1,4
81,19,63,7
67,53,15,36
12,1,12,35
61,11,51,23
52,27,26,2
21,1,21,24
20,9,12,7
35,6,30,13
42,28,15,5
86,64,23,23
4,4,1,19
3,1,3,4
80,12,69,8
15,1,15,26
26,8,19,26
73,40,34,29
64,57,8,3
81,10,72,25
32,2,31,14
27,26,2,27
14,1,14,15
64,18,47,19
66,50,17,6
30,21,10,20
74,14,61,13
82,59,24,24
46,45,2,35
85,52,34,7
68,7,62,12
30,25,6,12
79,32,48,6
4,4,1,6
29,28,2,18
15,8,8,34
87,70,18,2
34,33,2,22
67,7,61,26
73,26,48,28
38,31,8,6
34,11,24,1
79,64,16,14
37,12,26,16
51,42,10,22
81,73,9,24
60,26,35,16
89,64,26,2
3,2,2,26
49,32,18,21
10,3,8,17
59,18,42,26
77,45,33,15
11,1,11,9
89
6,3,4,4
3,3,1,4
1,1,1,2
8,3,6,4
5,5,1,2
2,2,1,2
5,3,3,2
3,2,2,2
5,2,4,1
11,4,8,1
13,12,2,2
1,1,1,2
5,5,1,1
1,1,1,1
10,7,4,3
7,5,3,2
4,2,3,1
8,4,5,4
1,1,1,3
5,5,1,4
6,3,4,2
4,3,2,3
10,8,3,1
10,10,1,4
1,1,1,1
8,4,5,3
13,9,5,4
9,3,7,2
11,3,9,4
6,4,3,4
13,10,4,3
2,2,1,2
10,2,9,4
4,3,2,1
6,3,4,3
6,5,2,3
5,1,5,1
2,1,2,2
11,3,9,3
12,2,11,1
4,1,4,1
8,4,5,1
13,6,8,4
9,1,9,2
7,6,2,4
11,10,2,3
9,3,7,4
4,3,2,3
7,1,7,1
2,1,2,1
10,8,3,1
11,1,11,4
4,2,3,3
5,2,4,3
10,3,8,2
7,2,6,3
6,6,1,1
5,1,5,4
7,6,2,2
7,7,1,1
6,3,4,4
13,10,4,2
1,1,1,3
4,3,2,3
7,1,7,4
8,6,3,4
4,3,2,3
7,7,1,3
10,1,10,4
13,7,7,2
3,3,1,1
3,1,3,3
6,4,3,1
5,5,1,2
9,8,2,3
8,7,2,2
6,5,2,4
7,3,5,4
1,1,1,4
2,1,2,3
10,7,4,2
6,5,2,3
6,6,1,3
9,5,5,2
10,7,4,3
12,7,6,1
5,1,5,1
8,1,8,1
2,1,2,4
302
64,14,51,2
30,20,11,25
76,12,65,38
24,19,6,1
60,18,43,39
77,57,21,39
28,12,17,14
13,3,11,20
40,21,20,16
15,7,9,4
37,26,12,18
71,56,16,17
16,6,11,36
98,47,52,37
42,42,1,34
47,46,2,1
8,7,2,2
95,33,63,23
92,20,73,23
80,7,74,9
46,9,38,1
50,12,39,36
71,26,46,36
20,6,15,37
33,15,19,18
2,1,2,32
88,5,84,33
23,23,1,33
45,31,15,15
25,7,19,30
100,71,30,1
89,27,63,25
62,12,51,20
36,10,27,26
11,5,7,30
60,16,45,12
79,30,50,18
9,3,7,18
38,9,30,9
39,1,39,28
16,5,12,13
49,20,30,24
9,9,1,22
28,18,11,7
26,9,18,38
74,51,24,19
32,17,16,8
8,4,5,19
4,3,2,28
65,31,35,32
73,44,30,18
9,5,5,4
69,45,25,20
34,2,33,22
63,28,36,36
4,1,4,29
83,20,64,22
51,5,47,4
35,13,23,15
47,27,21,19
16,7,10,3
95,37,59,22
21,8,14,13
7,1,7,24
30,30,1,40
54,45,10,29
100,26,75,6
59,45,15,3
17,5,13,35
45,23,23,33
20,1,20,11
3,3,1,31
43,27,17,6
36,24,13,6
18,9,10,14
48,28,21,17
89,78,12,34
22,22,1,8
22,12,11,16
79,8,72,6
41,24,18,16
7,6,2,19
12,6,7,2
70,35,36,16
1,1,1,24
25,15,11,3
57,6,52,11
98,67,32,33
15,14,2,23
8,7,2,5
51,38,14,3
77,3,75,10
91,30,62,24
13,12,2,20
54,9,46,1
74,72,3,18
61,47,15,20
40,5,36,2
58,40,19,29
86,26,61,32
65,54,12,23
94,14,81,30
2,2,1,18
4,1,4,2
99,24,76,7
26,6,21,16
16,7,10,15
66,63,4,21
12,3,10,40
86,44,43,28
70,56,15,3
41,29,13,24
60,12,49,5
89,41,49,14
27,27,1,31
74,6,69,10
26,13,14,35
30,24,7,31
22,5,18,1
51,33,19,6
21,3,19,17
1,1,1,3
24,11,14,37
37,29,9,6
24,20,5,24
6,1,6,39
32,15,18,14
18,17,2,14
5,5,1,1
40,14,27,11
54,36,19,38
87,39,49,36
83,65,19,26
